smiles,value,organ,study
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCCN(CCCC)CCCC)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,1.398072912,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCN1CCCCC1)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,1.297595622,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCN(C)CCN)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NCC(=O)OC(C)(C)C,1.280641592,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN1CCN(C)CC1)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NCC(=O)OC(C)(C)C,1.280641592,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCN1CCCCC1CC)C(=O)CCCCCCC/C=C\CCCCCCCC,1.172079297,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCCN1CCCN(C)CC1)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,0.799687361,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCN(C)C)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,0.752969757,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCN1CCCC1)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,0.736386376,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCCN(CC)CC)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,0.644177653,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)N(CCCN(CC)CC)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NCC(=O)OC(C)(C)C,0.623532021,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCCCC)N(CCCN(CC)CC)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,0.531323307,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCCCC)N(CCCN1CCCCC1)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,0.50538184,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCN(C)CCN)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NCCCC,0.449129732,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)N(CCCN(CCCC)CCCC)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NC1CCCCC1,0.385828767,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCN1CCS(=O)(=O)CC1)C(=O)CCCCCCC/C=C\CCCCCCCC,0.127479966,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCN1CCOCC1)C(=O)CCCCCCC/C=C\CCCCCCCC,0.127479966,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCCCC)N(CCCN1CCN(C)CC1)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-0.169791508,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)N(CCCN1CCN(C)CC1)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NCC(=O)OC(C)(C)C,-0.169791508,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN(C)C)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NCCCC,-0.282645661,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCN(C)C)C(=O)CCCCCCC/C=C\CCCCCCCC,-0.428139876,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN(CCCC)CCCC)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NC(C)(C)C,-0.428139876,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCCCC)N(CCN(C)C)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-0.428139876,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)N(CCCN1CCCCC1)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NC1CCCCC1,-0.428139876,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)N(CCCN1CCN(CCCN)CC1)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NC1CCCCC1,-0.428139876,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCCN1CCN(C)CC1)C(=O)CCCCCCC/C=C\CCCCCCCC,-0.633202216,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN(CC)CC)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NCC(=O)OC(C)(C)C,-0.633202216,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)N(CCN(C)C)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NC1CCCCC1,-0.983757555,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN(CCCC)CCCC)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NCCCC,-0.983757555,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCN1CCCC1)C(=O)CCCCCCC/C=C\CCCCCCCC,-0.983757555,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCCN1CCN(C)CC1)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-0.983757555,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCCN1CCCN(C)CC1)C(=O)CCCCCCC/C=C\CCCCCCCC,-0.983757555,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)N(CCCN1CCCC1)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NC1CCCCC1,-0.983757555,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN1CCCCC1CC)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NC(C)(C)C,-0.983757555,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCCn1ccnc1)C(=O)CCCCCCC/C=C\CCCCCCCC,-0.983757555,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCCN(CC)CC)C(=O)CCCCCCC/C=C\CCCCCCCC,-0.983757555,muscle,BL_2024
CCCCCCCC/C=C\CCCCCCCC(=O)N(CCCN1CCCCC1CC)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NC1CCCCC1,-0.983757555,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN1CCCCC1CC)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NCCCC,-0.983757555,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN1CCN(CCCN)CC1)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NC(C)(C)C,-0.983757555,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN1CCCCC1)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NC(C)(C)C,-0.983757555,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN1CCN(CCCN)CC1)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NCCCC,-0.983757555,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCCCC)N(CCN1CCCC1)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-0.983757555,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN(CCO)CCO)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NCCCC,-0.983757555,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCC(=O)OC(C)(C)C)N(CCN1CCS(=O)(=O)CC1)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-0.983757555,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN1CCCCCC1)C(CCCCCOC(=O)CCCCCCCCCC)C(=O)NC(C)(C)C,-0.983757555,muscle,BL_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCCCC(C(=O)NCCCC)N(CCN1CCS(=O)(=O)CC1)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-0.983757555,muscle,BL_2024
CC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)N(CCCN(C)C)C(CCCC(=O)OCCC#CCCCCCC)(CCCC(=O)OCCC#CCCCCCC)C(=O)NC(C)(C)C,0.237378787,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NC(C)(C)C)N(CCCN(C)C)C(=O)CCCCCCC/C=C\CCCCCCCC,0.961024758,muscle,JW_2024
CCCCCCCC/C=C\CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC/C=C\CCCCCCCC)(C(=O)NC(C)(C)C)N(CCCN(C)C)C(=O)CCCCCCC/C=C\CCCCCCCC,0.033087447,muscle,JW_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN(C)C)C(CCCC(=O)OCCC#CCCCCCC)(CCCC(=O)OCCC#CCCCCCC)C(=O)NCCCC,0.813921025,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NC(C)(C)C)N(CCCN(C)C)C(=O)CCCCCCC/C=C\CCCCCCCC,0.838219768,muscle,JW_2024
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)(C(=O)NCCCCCCCC/C=C\CCCCCCCC)N(CCCN(C)C)C(C)=O,-0.728493611,muscle,JW_2024
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)(C(=O)NC(C)(C)C)N(CCCN(C)C)C(C)=O,-1.486993581,muscle,JW_2024
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)(C(=O)NC12CC3CC(CC(C3)C1)C2)N(CCCN(C)C)C(=O)CCCCCCC/C=C\C/C=C\CCCCC,0.466414027,muscle,JW_2024
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)(C(=O)NCCCCCCCC/C=C\CCCCCCCC)N(CCCN(C)C)C(=O)CCCCCCC/C=C\C/C=C\CCCCC,-0.222117819,muscle,JW_2024
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)(C(=O)NC12CC3CC(CC(C3)C1)C2)N(CCCN(C)C)C(C)=O,-1.556293443,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC/C=C\CCCCCCCC)(C(=O)NCCCCCCCC/C=C\CCCCCCCC)N(CCCN(C)C)C(C)=O,-1.890345414,muscle,JW_2024
CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCC(=O)OCCCCCCCC/C=C\CCCCCCCC)(CCCC(=O)OCCCCCCCC/C=C\CCCCCCCC)N(CCCN(C)C)C(C)=O,-0.935541568,muscle,JW_2024
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)(C(=O)NCCCCCCCC/C=C\CCCCCCCC)N(CCCN(C)C)C(=O)CCCCCCC/C=C\CCCCCCCC,0.011949753,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NCCCCCCCC/C=C\CCCCCCCC)N(CCCN(C)C)C(C)=O,-2.386300188,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NC(C)(C)C)N(CCCN(C)C)C(C)=O,-2.098769504,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)N(CCCNC)C(CCCC(=O)OCCC#CCCCCCC)(CCCC(=O)OCCC#CCCCCCC)C(=O)NC12CC3CC(CC(C3)C1)C2,-0.377304877,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NC12CC3CC(CC(C3)C1)C2)N(CCCN(C)C)C(=O)CCCCCCC/C=C\CCCCCCCC,0.669121772,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)N(CCCN(C)C)C(CCCC(=O)OCCC#CCCCCCC)(CCCC(=O)OCCC#CCCCCCC)C(=O)NC12CC3CC(CC(C3)C1)C2,0.503948621,muscle,JW_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN(C)C)C(CCCC(=O)OCCC#CCCCCCC)(CCCC(=O)OCCC#CCCCCCC)C(=O)NC12CC3CC(CC(C3)C1)C2,0.989347309,muscle,JW_2024
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)N(CCCN(C)C)C(CCCC(=O)OCCC#CCCCCCC)(CCCC(=O)OCCC#CCCCCCC)C(=O)NC12CC3CC(CC(C3)C1)C2,0.846334219,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCCN(C)C)C(CCCC(=O)OCCC#CCCCCCC)(CCCC(=O)OCCC#CCCCCCC)C(=O)NC12CC3CC(CC(C3)C1)C2,1.263623074,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)N(CCCNCCCN(C)C)C(CCCC(=O)OCCCCCCCC/C=C\CCCCCCCC)(CCCC(=O)OCCCCCCCC/C=C\CCCCCCCC)C(=O)NC12CC3CC(CC(C3)C1)C2,-2.121950363,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCCN(C)C)C(CCCC(=O)OCCC#CCCCCCC)(CCCC(=O)OCCC#CCCCCCC)C(=O)NCCCC,0.475828506,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCCN(CC)CC)C(CCCC(=O)OCCCCC#CCCCC)(CCCC(=O)OCCCCC#CCCCC)C(=O)NC12CC3CC(CC(C3)C1)C2,-0.991037686,muscle,JW_2024
CCCCC#CCCCCOC(=O)CCCC(CCCC(=O)OCCCCC#CCCCC)(C(=O)NC12CC3CC(CC(C3)C1)C2)N(CCCN(CC)CC)C(=O)CCCCCCC/C=C\C/C=C\CCCCC,-1.001444567,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCCN(CC)CC)C(CCCC(=O)OC(CCCCCCCC)CCCCCCCC)(CCCC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)NC12CC3CC(CC(C3)C1)C2,-1.128355165,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCCN(CC)CC)C(CCCC(=O)OC(CCCCCCCC)CCCCCCCC)(CCCC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)NCCCC,-0.782040816,muscle,JW_2024
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN(C)C)C(CCCC(=O)OCCC#CCCCCCC)(CCCC(=O)OCCC#CCCCCCC)C(=O)NCCCCCCCC/C=C\CCCCCCCC,1.092624896,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCCN(C)C)C(CCCC(=O)OCCC#CCCCCCC)(CCCC(=O)OCCC#CCCCCCC)C(=O)NCCCCCCCC/C=C\CCCCCCCC,0.80034399,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCCCN(CC)CC)C(CCCC(=O)OCCC#CCCCCCC)(CCCC(=O)OCCC#CCCCCCC)C(=O)NCCCCCCCC/C=C\CCCCCCCC,-0.7107165,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCCCN(CC)CC)C(CCCC(=O)OCC(CCC)CCC)(CCCC(=O)OCC(CCC)CCC)C(=O)NCCCCCCCC/C=C\CCCCCCCC,0.660605529,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCCCN(CC)CC)C(CCCC(=O)OCC(CCC)CCC)(CCCC(=O)OCC(CCC)CCC)C(=O)NCCCC,0.771571793,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCCCN(CC)CC)C(CCCC(=O)OCC(CCC)CCC)(CCCC(=O)OCC(CCC)CCC)C(=O)NC(C)(C)C,0.55110618,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCCCN(C)C)C(CCCC(=O)OCC(CCC)CCC)(CCCC(=O)OCC(CCC)CCC)C(=O)NCCCC,-0.425210749,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCCN(C)C)C(CCCC(=O)OCC(CCC)CCC)(CCCC(=O)OCC(CCC)CCC)C(=O)NC12CC3CC(CC(C3)C1)C2,0.323971837,muscle,JW_2024
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCCCN(CC)CC)C(CCCC(=O)OCC(CCC)CCC)(CCCC(=O)OCC(CCC)CCC)C(=O)NC12CC3CC(CC(C3)C1)C2,0.635775011,muscle,JW_2024
C=C(C)[C@@H]1CC=C(COC(=O)CCCC(CCCC(=O)OCC2=CC[C@@H](C(=C)C)CC2)(C(=O)NCCCCCCCC/C=C\CCCCCCCC)N(CCCCN(CC)CC)C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)CC1,0.5001218,muscle,JW_2024
C=C(C)[C@@H]1CC=C(COC(=O)CCCC(CCCC(=O)OCC2=CC[C@@H](C(=C)C)CC2)(C(=O)NC23CC4CC(CC(C4)C2)C3)N(CCCCN(CC)CC)C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)CC1,0.49991228,muscle,JW_2024
C=C(C)[C@@H]1CC=C(COC(=O)CCCC(CCCC(=O)OCC2=CC[C@@H](C(=C)C)CC2)(C(=O)NCCCC)N(CCCCN(C)C)C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)CC1,-0.324369744,muscle,JW_2024
C=C(C)[C@@H]1CC=C(COC(=O)CCCC(CCCC(=O)OCC2=CC[C@@H](C(=C)C)CC2)(C(=O)NC(C)(C)C)N(CCCCN(CC)CC)C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)CC1,-0.324369744,muscle,JW_2024
C=C(C)[C@@H]1CC=C(COC(=O)CCCC(CCCC(=O)OCC2=CC[C@@H](C(=C)C)CC2)(C(=O)NCCCC)N(CCCCN(CC)CC)C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)CC1,0.49991228,muscle,JW_2024
C=C(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)CCCC(CCCC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(=C)C)(C(=O)NCCCC)N(CCCCN(C)C)C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,0.51625399,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NCCCC)N(CCCN(C)C)C(=O)CCC/C=C\CCCCCC,0.296657491,muscle,JW_2024
C=C(C)[C@@H]1CC=C(COC(=O)CCCC(CCCC(=O)OCC2=CC[C@@H](C(=C)C)CC2)(C(=O)NCCCC)N(CCCCN(CC)CC)C(=O)CCC/C=C\CCCCCC)CC1,-1.691066398,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NCCCCCCCC/C=C\CCCCCCCC)N(CCCN(C)C)C(=O)CCC/C=C\CCCCCC,0.991392012,muscle,JW_2024
CCCCC#CCCCCOC(=O)CCCC(CCCC(=O)OCCCCC#CCCCC)(C(=O)NCCCC)N(CCCN(C)C)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,0.903261167,muscle,JW_2024
CCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCC)(C(=O)NCCCC)N(CCCN(C)C)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,1.012311029,muscle,JW_2024
CCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCC)(C(=O)NCCCC)N(CCCN(C)C)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,0.695298514,muscle,JW_2024
CCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCC)(C(=O)NCCCC)N(CCCN(C)C)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,0.792704694,muscle,JW_2024
CCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCC)(C(=O)NCCCC)N(CCCN(C)C)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,0.377501582,muscle,JW_2024
CC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CC)(C(=O)NCCCC)N(CCCN(C)C)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,-1.197033562,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NCCCC)N(CCCN(C)C)C(=O)CCCCC(=O)OCC(CCCCCC)CCCCCCCC,1.13677193,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCCC(=O)N(CCCN(C)C)C(CCCC(=O)OCCC#CCCCCCC)(CCCC(=O)OCCC#CCCCCCC)C(=O)NCCCC,-0.562616243,muscle,JW_2024
CCCCCCCCC(CCCCCCCC)OC(=O)CCCCC(=O)N(CCCCN(CC)CC)C(CCCC(=O)OCC(CCC)CCC)(CCCC(=O)OCC(CCC)CCC)C(=O)NCCCC,0.147650659,muscle,JW_2024
CCCCNC(=O)C(CCCC(=O)OCC(CCC)CCC)(CCCC(=O)OCC(CCC)CCC)N(CCCCN(CC)CC)C(=O)CCCCC(=O)OCC(CCC)CCC,-1.510811657,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NCCCC)N(CCCN(C)C)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,1.279020378,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NCCCC)N(CCCN(C)C)C(=O)CCCCC(=O)OCC(CCC)CCC,-0.741319797,muscle,JW_2024
C=C(C)[C@@H]1CC=C(COC(=O)CCCC(CCCC(=O)OCC2=CC[C@@H](C(=C)C)CC2)(C(=O)NCCCC)N(CCCCN(CC)CC)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CC1,1.359927679,muscle,JW_2024
C=C(C)[C@@H]1CC=C(COC(=O)CCCC(CCCC(=O)OCC2=CC[C@@H](C(=C)C)CC2)(C(=O)NCCCC)N(CCCCN(CC)CC)C(=O)CCCCC(=O)OCC(CCC)CCC)CC1,-2.141567217,muscle,JW_2024
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)(C(=O)NC(C)(C)C)N(CCCN(C)C)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,0.253421229,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NCCCC)N(CCCN(C)C)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,1.513234205,muscle,JW_2024
C=C(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)CCCC(CCCC(=O)O[C@H]1C[C@@H](C)CC[C@@H]1C(=C)C)(C(=O)NCCCC)N(CCCCN(C)C)C(=O)CCCCC(=O)OC(CCCCCCCC)CCCCCCCC,1.053314627,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NCCCC)N(CCCN(C)C)C(=O)CSCC(=O)OC(CCCCCCCC)CCCCCCCC,1.167704881,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N(CCN(C)C)C(=O)CCCCC(=O)OCC(CCCCCCCCCC)CCCCCCCCCCCC,-0.774570874,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N(CCCN(C)C)C(=O)CCCCC(=O)OCC(CCCCCCCCCC)CCCCCCCCCCCC,-1.222697642,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NCCCC)N(CCCN(C)C)C(=O)CCCCC(=O)OC(CCC(CC)CC)CCC(CC)CCCC,0.605187859,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NCCCC)N(CCCN(C)C)C(=O)CCCC(=O)OC(CCCCCCCC)CCCCCCCC,0.605187859,muscle,JW_2024
CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N(CCCN(C)C)C(=O)CCCCC(=O)OCC(CCCCCCCCCC)CCCCCCCCCCCC,0.534431001,muscle,JW_2024
C=C(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)CCCC(CCCC(=O)O[C@H]1C[C@@H](C)CC[C@@H]1C(=C)C)(C(=O)NCCCC)N(CCCN(C)C)C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,-1.376004168,muscle,JW_2024
